"Adverb","Adjective","a","b","c","d","GStat","Frequency"
"completely","molten",1,8318,253,98355211,5.72795673473982,"higher"
"completely","monosyllabic",1,8318,57,98355407,8.66198798071403,"higher"
"completely","monotonous",1,8318,217,98355247,6.02819830059333,"higher"
"completely","motionless",1,8318,356,98355108,5.06343613175746,"higher"
"completely","motiveless",2,8317,34,98355430,22.0695151470269,"higher"
"completely","mozartian",1,8318,11,98355453,11.873688887281,"higher"
"completely","muddled",1,8318,193,98355271,6.25798218608614,"higher"
"completely","multipotent",1,8318,1,98355463,15.9834724198068,"higher"
"completely","mutual",1,8318,2216,98353248,1.72332888974975,"higher"
"completely","mysterious",2,8317,1282,98354182,7.87359381002945,"higher"
"completely","mystified",6,8313,107,98355357,65.65388261223,"higher"
"completely","naive",1,8318,755,98354709,3.62882959394108,"higher"
"completely","naked",18,8301,1884,98353580,134.361330850435,"higher"
"completely","native",1,8318,2399,98353065,1.59561915712293,"higher"
"completely","native",1,8318,2399,98353065,1.59561915712293,"higher"
"completely","natural",15,8304,13954,98341510,48.6396774468496,"higher"
"completely","necessary",2,8317,17845,98337619,0.144589543097072,"higher"
"completely","negative",4,8315,4566,98350898,11.472727094542,"higher"
"completely","neo-fascist",1,8318,39,98355425,9.4099403353455,"higher"
"completely","nervous",1,8318,2888,98352576,1.30737420081846,"higher"
"completely","neutral",4,8315,1535,98353929,19.6741956118397,"higher"
"completely","new",263,8056,113298,98242166,1242.61302084742,"higher"
"completely","noisy",1,8318,972,98354492,3.16055141835682,"higher"
"completely","non-adjustable",1,8318,1,98355463,15.9834724198068,"higher"
"completely","non-aligned",1,8318,237,98355227,5.85564317047409,"higher"
"completely","non-classical",1,8318,9,98355455,12.2557547363051,"higher"
"completely","non-directional",1,8318,6,98355458,13.0152783333939,"higher"
"completely","non-existent",2,8317,392,98355072,12.4556718993306,"higher"
"completely","non-invasive",1,8318,63,98355401,8.46448831360543,"higher"
"completely","non-psychological",1,8318,6,98355458,13.0152783333939,"higher"
"completely","non-rational",2,8317,29,98355435,22.6854689272712,"higher"
"completely","non-recoverable",1,8318,3,98355461,14.2577182178275,"higher"
"completely","non-smoking",1,8318,47,98355417,9.04241884359169,"higher"
"completely","non-substantive",1,8318,0,98355464,18.7558920038479,"higher"
"completely","non-tonal",1,8318,5,98355459,13.3500031884925,"higher"
"completely","nonacademic",1,8318,4,98355460,13.7525443212896,"higher"
"completely","noneventful",1,8318,0,98355464,18.7558920038479,"higher"
"completely","nonplussed",1,8318,62,98355402,8.49606658372568,"higher"
"completely","nonsensical",1,8318,89,98355375,7.78247812709372,"higher"
"completely","normal",14,8305,12160,98343304,47.1700572221647,"higher"
"completely","novel",9,8310,1708,98353756,56.6275828265086,"higher"
"completely","nude",2,8317,326,98355138,13.1799099737904,"higher"
"completely","numb",5,8314,233,98355231,45.2987117721017,"higher"
"completely","numeric",1,8318,222,98355242,5.98358737311638,"higher"
"completely","nutty",1,8318,141,98355323,6.87514470070636,"higher"
"completely","objective",9,8310,2166,98353298,52.4389068348,"higher"
"completely","oblivious",4,8315,322,98355142,31.9239099508082,"higher"
"completely","obsessed",4,8315,566,98354898,27.474106594149,"higher"
"completely","obvious",3,8316,8286,98347178,4.12621929133233,"higher"
"completely","off-guard",2,8317,20,98355444,24.1114184505523,"higher"
"completely","official",1,8318,8133,98347331,0.124026061852487,"higher"
"completely","okay",1,8318,2247,98353217,1.70079391275239,"higher"
"completely","onerous",1,8318,239,98355225,5.83920979431684,"higher"
"completely","opaque",3,8316,303,98355161,22.5993042673231,"higher"
"completely","open",18,8301,21294,98334170,50.4931114147671,"higher"
"completely","open-ended",1,8318,265,98355199,5.63748417188291,"higher"
"completely","open-mouthed",1,8318,95,98355369,7.65371640483872,"higher"
"completely","operational",1,8318,1640,98353824,2.22776211853458,"higher"
"completely","opportunistic",1,8318,103,98355361,7.49417742610333,"higher"
"completely","opposed",3,8316,754,98354710,17.2232934650374,"higher"
"completely","opposite",8,8311,3461,98352003,37.5023431213799,"higher"
"completely","orange",1,8318,1780,98353684,2.08765504145161,"higher"
"completely","orbital",1,8318,208,98355256,6.11119586459129,"higher"
"completely","organic",1,8318,2114,98353350,1.80029874287509,"higher"
"completely","original",5,8314,10828,98344636,8.80563653103378,"higher"
"completely","orthographic",1,8318,76,98355388,8.09417897388236,"higher"
"completely","other",1,8318,137020,98218444,16.2910785363541,"lower"
"completely","ott",1,8318,3,98355461,14.2577182178275,"higher"
"completely","out-of-date",1,8318,91,98355373,7.73861526058045,"higher"
"completely","outrageous",2,8317,602,98354862,10.7787531984231,"higher"
"completely","over-awed",1,8318,6,98355458,13.0152783333939,"higher"
"completely","overcome",1,8318,87,98355377,7.82733999465326,"higher"
"completely","overloaded",1,8318,101,98355363,7.53286508670781,"higher"
"completely","overwhelmed",5,8314,129,98355335,51.1085854694076,"higher"
"completely","overwhelming",1,8318,1326,98354138,2.59956749262333,"higher"
"completely","pain-free",1,8318,7,98355457,12.7287533912385,"higher"
"completely","painless",2,8317,123,98355341,17.0243312958955,"higher"
"completely","parallel",3,8316,2408,98353056,10.5442070004744,"higher"
"completely","paralysed",2,8317,219,98355245,14.7471527652448,"higher"
"completely","paralytic",1,8318,39,98355425,9.4099403353455,"higher"
"completely","pathetic",1,8318,657,98354807,3.89012438750185,"higher"
"completely","periodic",1,8318,562,98354902,4.18616381497677,"higher"
"completely","personal",2,8317,17320,98338144,0.175227756552267,"higher"
"completely","perverted",1,8318,101,98355363,7.53286508670781,"higher"
"completely","pessimistic",1,8318,377,98355087,4.95251525760911,"higher"
"completely","phonemic",1,8318,120,98355344,7.19289437722356,"higher"
"completely","phoney",1,8318,154,98355310,6.70155403400416,"higher"
"completely","pissed",1,8318,245,98355219,5.79073750006631,"higher"
"completely","plain",5,8314,3256,98352208,19.5364682123691,"higher"
"completely","planned",1,8318,1641,98353823,2.22671249607598,"higher"
"completely","pointless",2,8317,531,98354933,11.2678413694083,"higher"
"completely","portable",3,8316,895,98354569,16.2204236776206,"higher"
"completely","possible",1,8318,33615,98321849,1.5968329267459,"lower"
"completely","powered",1,8318,224,98355240,5.96602841079809,"higher"
"completely","powerless",3,8316,453,98355011,20.2214941295826,"higher"
"completely","practical",1,8318,7627,98347837,0.166899597402479,"higher"
"completely","pre-determined",1,8318,51,98355413,8.88138564553132,"higher"
"completely","pre-paid",2,8317,48,98355416,20.7257271331294,"higher"
"completely","predictable",5,8314,927,98354537,31.6865006265307,"higher"
"completely","prehistoric",1,8318,372,98355092,4.97833667819504,"higher"
"completely","preoccupied",3,8316,573,98354891,18.8359682876745,"higher"
"completely","present",1,8318,15883,98339581,0.0963990584029075,"lower"
"completely","private",4,8315,17397,98338067,2.94365232700462,"higher"
"completely","privileged",1,8318,980,98354484,3.14551937879448,"higher"
"completely","processor-independent",2,8317,10,98355454,26.7002465703084,"higher"
"completely","professional",1,8318,10523,98344941,0.0130566760771655,"higher"
"completely","prostrate",1,8318,85,98355379,7.87324706739348,"higher"
"completely","protected",1,8318,985,98354479,3.13619208864382,"higher"
"completely","proud",2,8317,3043,98352421,4.71552453138652,"higher"
"completely","proven",2,8317,592,98354872,10.8439532708579,"higher"
"completely","public",1,8318,31360,98324104,1.35418503654313,"lower"
"completely","pure",3,8316,3296,98352168,8.8118943587108,"higher"
"completely","puzzled",2,8317,961,98354503,8.97107551042215,"higher"
"completely","quiet",1,8318,5922,98349542,0.384508474008468,"higher"
"completely","race-minded",1,8318,0,98355464,18.7558920038479,"higher"
"completely","radical",1,8318,3866,98351598,0.889568625524601,"higher"
"completely","random",18,8301,2241,98353223,128.201925696336,"higher"
"completely","rational",1,8318,2290,98353174,1.67016358329649,"higher"
"completely","raw",2,8317,2382,98353082,5.5829860659506,"higher"
"completely","re-built",2,8317,3,98355461,30.7824150990059,"higher"
"completely","re-furbished",1,8318,3,98355461,14.2577182178275,"higher"
"completely","ready",3,8316,9868,98345596,3.34554532946026,"higher"
"completely","real",3,8316,22169,98333295,0.570026363242312,"higher"
"completely","rebuilt",5,8314,292,98355172,43.0729372900265,"higher"
"completely","recessive",3,8316,80,98355384,30.4703191940175,"higher"
"completely","recumbent",1,8318,44,98355420,9.17239762019187,"higher"
"completely","recyclable",1,8318,81,98355383,7.96839841442642,"higher"
"completely","recycled",1,8318,333,98355131,5.19292888598906,"higher"
"completely","red",1,8318,13162,98342302,0.0119341937386559,"lower"
"completely","redefined",1,8318,19,98355445,10.818495809296,"higher"
"completely","redundant",4,8315,1198,98354266,21.5973057929744,"higher"
"completely","reformed",1,8318,348,98355116,5.107475105105,"higher"
"completely","refurbished",16,8303,210,98355254,184.584775476699,"higher"
"completely","regular",1,8318,7406,98348058,0.188322327610526,"higher"
"completely","rejected",1,8318,173,98355291,6.47279985952061,"higher"
"completely","relaxed",8,8311,1653,98353811,49.0000717055958,"higher"
"completely","relevant",1,8318,7889,98347575,0.143671049463058,"higher"
"completely","reliable",15,8304,2186,98353278,102.176700135986,"higher"
"completely","reliant",2,8317,183,98355281,15.4558377211042,"higher"
"completely","relieved",1,8318,1187,98354277,2.79744480527189,"higher"
"completely","relieving",1,8318,132,98355332,7.00505722222138,"higher"
"completely","remarkable",1,8318,3466,98351998,1.04032086734276,"higher"
"completely","remodelled",2,8317,50,98355414,20.5660226783841,"higher"
"completely","reported",1,8318,792,98354672,3.53946213132974,"higher"
"completely","reproducible",1,8318,64,98355400,8.43340622411535,"higher"
"completely","repulsive",1,8318,125,98355339,7.11242761188199,"higher"
"completely","resistant",1,8318,681,98354783,3.82248062478588,"higher"
"completely","responsible",2,8317,9288,98346176,1.30907444244564,"higher"
"completely","restored",5,8314,576,98354888,36.3692641857687,"higher"
"completely","retarded",1,8318,208,98355256,6.11119586459129,"higher"
"completely","revamped",2,8317,107,98355357,17.5742406166547,"higher"
"completely","reversible",2,8317,211,98355253,14.893965990978,"higher"
"completely","revised",9,8310,1023,98354441,65.7067336097373,"higher"
"completely","rewritten",1,8318,29,98355435,9.99211212212764,"higher"
"completely","ridiculous",5,8314,1769,98353695,25.379485392778,"higher"
"completely","right",12,8307,40990,98314474,12.7399192730551,"higher"
"completely","rigid",2,8317,1405,98354059,7.52820420156205,"higher"
"completely","riskless",1,8318,63,98355401,8.46448831360543,"higher"
"completely","rivalrous",1,8318,8,98355456,12.4782673407212,"higher"
"completely","round",1,8318,2993,98352471,1.25372199165861,"higher"
"completely","routine",1,8318,1262,98354202,2.6876427748516,"higher"
"completely","ruined",3,8316,488,98354976,19.782291635949,"higher"
"completely","rural",6,8313,6169,98349295,18.3495303988701,"higher"
"completely","russified",1,8318,5,98355459,13.3500031884925,"higher"
"completely","rustic",1,8318,234,98355230,5.88055986146334,"higher"
"completely","ruthless",1,8318,631,98354833,3.96642049981169,"higher"
"completely","sad",1,8318,3308,98352156,1.10689776844235,"higher"
"completely","safe",24,8295,6507,98348957,134.29312433732,"higher"
"completely","sane",1,8318,285,98355179,5.49561234013754,"higher"
"completely","satisfactory",12,8307,2148,98353316,76.8852286523966,"higher"
"completely","satisfied",21,8298,3095,98352369,142.597441817173,"higher"
"completely","satisfying",2,8317,817,98354647,9.59533161570218,"higher"
"completely","scarlet",1,8318,640,98354824,3.93964036446969,"higher"
"completely","sceptical",1,8318,753,98354711,3.63379283783954,"higher"
"completely","scurrilous",2,8317,60,98355404,19.8514437419817,"higher"
"completely","sealed",3,8316,525,98354939,19.3513456561329,"higher"
"completely","secular",2,8317,946,98354518,9.0314002518615,"higher"
"completely","secure",3,8316,1770,98353694,12.2818788866244,"higher"
"completely","self-abasing",1,8318,1,98355463,15.9834724198068,"higher"
"completely","self-assured",2,8317,60,98355404,19.8514437419817,"higher"
"completely","self-centred",3,8316,93,98355371,29.5844497307053,"higher"
"completely","self-contained",6,8313,317,98355147,52.8739798560983,"higher"
"completely","self-financing",1,8318,68,98355396,8.31374342050526,"higher"
"completely","self-regulating",1,8318,74,98355390,8.14682470243632,"higher"
"completely","self-sufficient",3,8316,262,98355202,23.4600858450923,"higher"
"completely","self-taught",4,8315,60,98355404,45.109822755979,"higher"
"completely","sensible",1,8318,2676,98352788,1.42397143253574,"higher"
"completely","separable",2,8317,88,98355376,18.3450338880425,"higher"
"completely","separate",30,8289,7505,98347959,172.599035870993,"higher"
"completely","separated",2,8317,673,98354791,10.3455083823464,"higher"
"completely","seperate",1,8318,13,98355451,11.5531688219161,"higher"
"completely","sequenced",4,8315,64,98355400,44.610173053639,"higher"
"completely","serbian",1,8318,861,98354603,3.38416740335262,"higher"
"completely","serious",6,8313,12059,98343405,11.3047803957608,"higher"
"completely","shaded",1,8318,225,98355239,5.9573086319975,"higher"
"completely","shameless",2,8317,75,98355389,18.9744787725132,"higher"
"completely","shapeless",1,8318,115,98355349,7.27680763680931,"higher"
"completely","shattered",4,8315,445,98355019,29.3701613449183,"higher"
"completely","shaven",1,8318,86,98355378,7.85015986798735,"higher"
"completely","sheltered",2,8317,633,98354831,10.5834685953914,"higher"
"completely","shocked",1,8318,1461,98354003,2.42856210977918,"higher"
"completely","sick",1,8318,4289,98351175,0.753474523933539,"higher"
"completely","silent",14,8305,3475,98351989,80.734695727623,"higher"
"completely","silly",1,8318,2638,98352826,1.44614293505814,"higher"
"completely","simple",1,8318,13692,98341772,0.0226349626747008,"lower"
"completely","sincere",2,8317,455,98355009,11.8715922415785,"higher"
"completely","single-minded",1,8318,163,98355301,6.58983807967548,"higher"
"completely","skewed",1,8318,46,98355418,9.08480610782012,"higher"
"completely","skint",2,8317,49,98355415,20.645074447208,"higher"
"completely","slack",2,8317,299,98355165,13.5200558614792,"higher"
"completely","slapstick",2,8317,40,98355424,21.4374861089805,"higher"
"completely","smashed",1,8318,232,98355232,5.89735233456855,"higher"
"completely","smooth",8,8311,2723,98352741,41.2097936425422,"higher"
"completely","sober",9,8310,547,98354917,76.8268024948498,"higher"
"completely","sodden",1,8318,171,98355293,6.49565031186496,"higher"
"completely","soft",1,8318,5856,98349608,0.39575792357626,"higher"
"completely","solid",5,8314,3467,98351997,18.9447042820916,"higher"
"completely","sound",1,8318,2317,98353147,1.65129256105345,"higher"
"completely","sovereign",1,8318,782,98354682,3.56316796622701,"higher"
"completely","spasmo",1,8318,17,98355447,11.0346376802027,"higher"
"completely","specific",1,8318,11213,98344251,0.00275725512657052,"higher"
"completely","speechless",1,8318,191,98355273,6.27842336214499,"higher"
"completely","spiny",1,8318,84,98355380,7.89660792701317,"higher"
"completely","spontaneous",1,8318,1017,98354447,3.07769487097155,"higher"
"completely","spooky",1,8318,130,98355334,7.03513792841543,"higher"
"completely","spotless",1,8318,114,98355350,7.2940300652262,"higher"
"completely","spurious",1,8318,266,98355198,5.63013449674289,"higher"
"completely","stable",4,8315,3145,98352319,14.2134714218276,"higher"
"completely","stand-alone",1,8318,138,98355326,6.91749624913245,"higher"
"completely","standard",1,8318,8246,98347218,0.11554480500717,"higher"
"completely","starved",1,8318,144,98355320,6.83369236553236,"higher"
"completely","static",2,8317,1175,98354289,8.2038273636224,"higher"
"completely","steam-roll",2,8317,0,98355464,37.512024432796,"higher"
"completely","sterile",5,8314,382,98355082,40.4214546413903,"higher"
"completely","still",1,8318,4845,98350619,0.603757143722147,"higher"
"completely","still-born",1,8318,8,98355456,12.4782673407212,"higher"
"completely","stony",1,8318,309,98355155,5.33823932776938,"higher"
"completely","straight",8,8311,5097,98350367,31.5912408809942,"higher"
"completely","strange",2,8317,6037,98349427,2.48227392229924,"higher"
"completely","stress-timed",1,8318,9,98355455,12.2557547363051,"higher"
"completely","stripped",7,8312,237,98355227,67.8215049505275,"higher"
"completely","strong",1,8318,15680,98339784,0.0877851118586879,"lower"
"completely","structured",2,8317,1115,98354349,8.40315241004689,"higher"
"completely","stuck",1,8318,1264,98354200,2.6848152541864,"higher"
"completely","stunned",2,8317,553,98354911,11.1094769530793,"higher"
"completely","stupid",5,8314,3079,98352385,20.0650497261389,"higher"
"completely","subdued",1,8318,401,98355063,4.83330049419863,"higher"
"completely","subjective",1,8318,1138,98354326,2.87343439530595,"higher"
"completely","submerged",3,8316,253,98355211,23.6670815400213,"higher"
"completely","submissive",1,8318,137,98355327,6.93182003436904,"higher"
"completely","subordinate",3,8316,852,98354612,16.5080693911075,"higher"
"completely","subservient",4,8315,122,98355342,39.5740868945456,"higher"
"completely","subversive",1,8318,322,98355142,5.25814790115839,"higher"
"completely","successful",17,8302,10674,98344790,67.6177910356218,"higher"
"completely","sugar-free",1,8318,21,98355443,10.6235182563426,"higher"
"completely","suicidal",1,8318,234,98355230,5.88055986146334,"higher"
"completely","superfluous",1,8318,235,98355229,5.87221833688331,"higher"
"completely","sure",9,8310,23310,98332154,13.2779734138194,"higher"
"completely","surprised",3,8316,4495,98350969,7.15383749222861,"higher"
"completely","surprising",1,8318,3483,98351981,1.03341206704308,"higher"
"completely","sympathetic",1,8318,1483,98353981,2.40240143090415,"higher"
"completely","symptomless",1,8318,22,98355442,10.5327469730584,"higher"
"completely","synchronous",1,8318,98,98355366,7.59236267142152,"higher"
"completely","synonymous",1,8318,369,98355095,4.99400186253028,"higher"
"completely","taboo",1,8318,223,98355241,5.97478787253391,"higher"
"completely","tangled",1,8318,325,98355139,5.24013665522437,"higher"
"completely","teetotal",1,8318,50,98355414,8.92043475027216,"higher"
"completely","tender",1,8318,1363,98354101,2.55080349675916,"higher"
"completely","terrified",2,8317,906,98354558,9.19726227463907,"higher"
"completely","tight",1,8318,2951,98352513,1.27487766668548,"higher"
"completely","tragic",1,8318,1197,98354267,2.78236452994036,"higher"
"completely","transparent",3,8316,698,98354766,17.6759087744725,"higher"
"completely","transvenous",1,8318,0,98355464,18.7558920038479,"higher"
"completely","treeless",1,8318,60,98355404,8.56077612396001,"higher"
"completely","trivial",5,8314,867,98354597,32.3436437723418,"higher"
"completely","true",8,8311,17658,98337806,13.8425334324172,"higher"
"completely","trustworthy",3,8316,145,98355319,26.9625419012083,"higher"
"completely","truthful",2,8317,196,98355268,15.1849618224819,"higher"
"completely","typical",2,8317,4792,98350672,3.19538051076737,"higher"
"completely","un-english-looking",1,8318,0,98355464,18.7558920038479,"higher"
"completely","un-yorkshire",1,8318,0,98355464,18.7558920038479,"higher"
"completely","unabashed",1,8318,61,98355403,8.52815690850958,"higher"
"completely","unable",12,8307,6122,98349342,52.4634766249361,"higher"
"completely","unacceptable",14,8305,1205,98354259,109.900866961933,"higher"
"completely","unaccustomed",1,8318,156,98355308,6.67616839604863,"higher"
"completely","unacknowledged",1,8318,80,98355384,7.99292126110517,"higher"
"completely","unaerodynamic",1,8318,0,98355464,18.7558920038479,"higher"
"completely","unaffected",5,8314,510,98354954,37.5694935248472,"higher"
"completely","unaffected-a",1,8318,0,98355464,18.7558920038479,"higher"
"completely","unaltered",1,8318,164,98355300,6.57781202119036,"higher"
"completely","unambiguous",3,8316,310,98355154,22.4641173537026,"higher"
"completely","unannounced",2,8317,90,98355374,18.2564759214107,"higher"
"completely","unapproachable",1,8318,36,98355428,9.56741888434963,"higher"
"completely","unarguable",1,8318,18,98355446,10.9236385244543,"higher"
"completely","unarmed",1,8318,200,98355264,6.18809249561981,"higher"
"completely","unasked",1,8318,31,98355433,9.86124405823825,"higher"
"completely","unattended",1,8318,155,98355309,6.68881985767361,"higher"
"completely","unaware",26,8293,1107,98354357,240.243896218361,"higher"
"completely","unbalanced",1,8318,195,98355269,6.237754685263,"higher"
"completely","unbelievable",3,8316,529,98354935,19.3066101447026,"higher"
"completely","unbiased",1,8318,118,98355346,7.22602987968091,"higher"
"completely","unblemished",1,8318,55,98355409,8.73245540722625,"higher"
"completely","unblinded",1,8318,4,98355460,13.7525443212896,"higher"
"completely","unbreakable",1,8318,56,98355408,8.696908361669,"higher"
"completely","unbruised",1,8318,2,98355462,14.93714527048,"higher"
"completely","unbuttoned",1,8318,32,98355432,9.79890302009379,"higher"
"completely","uncaring",1,8318,119,98355345,7.20939209798527,"higher"
"completely","uncemented",1,8318,6,98355458,13.0152783333939,"higher"
"completely","uncertain",2,8317,1949,98353515,6.3118813830406,"higher"
"completely","unchallenging",1,8318,6,98355458,13.0152783333939,"higher"
"completely","unchanged",3,8316,1079,98354385,15.131451111194,"higher"
"completely","uncharted",1,8318,73,98355391,8.173683457215,"higher"
"completely","unchurched",1,8318,9,98355455,12.2557547363051,"higher"
"completely","unclothed",1,8318,27,98355437,10.1321968440657,"higher"
"completely","uncoiled",1,8318,16,98355448,11.1521835857156,"higher"
"completely","uncompetitive",1,8318,70,98355394,8.25652277511848,"higher"
"completely","unconcerned",2,8317,165,98355299,15.8645900226188,"higher"
"completely","unconnected",2,8317,213,98355251,14.8567449945426,"higher"
"completely","unconscious",2,8317,1194,98354270,8.14293123606967,"higher"
"completely","unconstrained",1,8318,72,98355392,8.20091239216711,"higher"
"completely","uncontrived",1,8318,6,98355458,13.0152783333939,"higher"
"completely","uncontrollable",2,8317,210,98355254,14.9127095980756,"higher"
"completely","uncontroversial",1,8318,90,98355374,7.76042458625621,"higher"
"completely","unconvincing",2,8317,166,98355298,15.8407347795641,"higher"
"completely","uncooperative",1,8318,64,98355400,8.43340622411535,"higher"
"completely","uncritical",2,8317,133,98355331,16.7157832851132,"higher"
"completely","undaunted",1,8318,105,98355359,7.45623673099007,"higher"
"completely","undecorated",1,8318,13,98355451,11.5531688219161,"higher"
"completely","undefined",1,8318,106,98355358,7.43753762163775,"higher"
"completely","undemanding",1,8318,121,98355343,7.17653440225945,"higher"
"completely","undercover",1,8318,238,98355226,5.84740888014421,"higher"
"completely","underserving",1,8318,0,98355464,18.7558920038479,"higher"
"completely","understandable",3,8316,826,98354638,16.6892917334289,"higher"
"completely","underwhelmed",1,8318,6,98355458,13.0152783333939,"higher"
"completely","undetected",1,8318,127,98355337,7.08114446915243,"higher"
"completely","undiscriminating",1,8318,13,98355451,11.5531688219161,"higher"
"completely","undisturbed",2,8317,260,98355204,14.0705110384117,"higher"
"completely","undomesticated",1,8318,3,98355461,14.2577182178275,"higher"
"completely","uneducated",2,8317,115,98355349,17.2897500645157,"higher"
"completely","unemotional",1,8318,54,98355410,8.76865190888656,"higher"
"completely","unemployable",1,8318,35,98355429,9.62281244822056,"higher"
"completely","unenthusiastic",1,8318,57,98355407,8.66198798071403,"higher"
"completely","unexpected",8,8311,2009,98353455,45.9463504768893,"higher"
"completely","unexportable",1,8318,3,98355461,14.2577182178275,"higher"
"completely","unfamiliar",4,8315,784,98354680,24.9122739665325,"higher"
"completely","unfashionable",2,8317,120,98355344,17.1217902144735,"higher"
"completely","unfit",2,8317,362,98355102,12.7682262878971,"higher"
"completely","unfossiliferous",1,8318,2,98355462,14.93714527048,"higher"
"completely","unfounded",3,8316,204,98355260,24.9419433024328,"higher"
"completely","unfurnished",1,8318,35,98355429,9.62281244822056,"higher"
"completely","unfussed",1,8318,1,98355463,15.9834724198068,"higher"
"completely","unguarded",1,8318,88,98355376,7.80478137140916,"higher"
"completely","unharmed",2,8317,129,98355335,16.8363305665992,"higher"
"completely","unheard",1,8318,199,98355265,6.1979234417429,"higher"
"completely","unhurried",1,8318,90,98355374,7.76042458625621,"higher"
"completely","uniform",4,8315,1555,98353909,19.5741496596637,"higher"
"completely","uniformitarian",1,8318,7,98355457,12.7287533912385,"higher"
"completely","unimpeded",1,8318,54,98355410,8.76865190888656,"higher"
"completely","unimportant",2,8317,395,98355069,12.4257607790047,"higher"
"completely","uninformed",1,8318,98,98355366,7.59236267142152,"higher"
"completely","uninhabited",1,8318,107,98355357,7.41901494316918,"higher"
"completely","uninhibited",2,8317,99,98355365,17.8807413769214,"higher"
"completely","uninjured",1,8318,49,98355415,8.9602682352378,"higher"
"completely","unintentional",1,8318,100,98355364,7.55249825173251,"higher"
"completely","uninterested",5,8314,133,98355331,50.8095787451779,"higher"
"completely","uninteresting",2,8317,133,98355331,16.7157832851132,"higher"
"completely","uninterrupted",1,8318,181,98355283,6.38399658140852,"higher"
"completely","unionized",1,8318,41,98355423,9.31148807709937,"higher"
"completely","unique",2,8317,4298,98351166,3.54693064923414,"higher"
"completely","universal",1,8318,2541,98352923,1.50464873392472,"higher"
"completely","unjust",1,8318,386,98355078,4.90691484980484,"higher"
"completely","unjustifiable",1,8318,90,98355374,7.76042458625621,"higher"
"completely","unjustified",1,8318,201,98355263,6.17831134504694,"higher"
"completely","unknowable",1,8318,51,98355413,8.88138564553132,"higher"
"completely","unknown",22,8297,4244,98351220,137.749731202469,"higher"
"completely","unlike",2,8317,648,98354816,10.4924701578144,"higher"
"completely","unlistenable",1,8318,3,98355461,14.2577182178275,"higher"
"completely","unmalicious",1,8318,0,98355464,18.7558920038479,"higher"
"completely","unmanageable",2,8317,89,98355375,18.3005079672469,"higher"
"completely","unmarked",4,8315,293,98355171,32.6691625743363,"higher"
"completely","unmodified",3,8316,63,98355401,31.8712735336947,"higher"
"completely","unmoved",2,8317,170,98355294,15.7467311352272,"higher"
"completely","unmoving",1,8318,61,98355403,8.52815690850958,"higher"
"completely","unnatural",1,8318,461,98355003,4.56489944676126,"higher"
"completely","unnecessary",10,8309,1804,98353660,63.9156713441688,"higher"
"completely","unnoticed",3,8316,386,98355078,21.167061253127,"higher"
"completely","unobservable",1,8318,26,98355438,10.2061186805123,"higher"
"completely","unofficial",1,8318,608,98354856,4.03673245368341,"higher"
"completely","unorganized",2,8317,25,98355439,23.2574414672606,"higher"
"completely","unperturbed",2,8317,116,98355348,17.2555833445499,"higher"
"completely","unpopular",1,8318,637,98354827,3.94852263052763,"higher"
"completely","unpopulated",1,8318,14,98355450,11.4103590915678,"higher"
"completely","unpractised",1,8318,9,98355455,12.2557547363051,"higher"
"completely","unprecedented",1,8318,878,98354586,3.34796103394103,"higher"
"completely","unpredictable",3,8316,670,98354794,17.9162851390327,"higher"
"completely","unprepared",4,8315,209,98355255,35.3359566806227,"higher"
"completely","unproductive",1,8318,225,98355239,5.9573086319975,"higher"
"completely","unproven",1,8318,54,98355410,8.76865190888656,"higher"
"completely","unprovoked",2,8317,67,98355397,19.4180571572734,"higher"
"completely","unreadable",1,8318,118,98355346,7.22602987968091,"higher"
"completely","unrealistic",7,8312,570,98354894,55.7108491764926,"higher"
"completely","unreasonable",3,8316,975,98354489,15.7210921376126,"higher"
"completely","unrecognisable",1,8318,55,98355409,8.73245540722625,"higher"
"completely","unrecognized",1,8318,72,98355392,8.20091239216711,"higher"
"completely","unregulated",2,8317,87,98355377,18.3900649349142,"higher"
"completely","unrelated",12,8307,549,98354915,109.16230291533,"higher"
"completely","unreliable",3,8316,473,98354991,19.9664928444916,"higher"
"completely","unreserved",1,8318,22,98355442,10.5327469730584,"higher"
"completely","unresponsive",1,8318,101,98355363,7.53286508670781,"higher"
"completely","unrestricted",2,8317,191,98355273,15.2869505756705,"higher"
"completely","unretrievable",1,8318,0,98355464,18.7558920038479,"higher"
"completely","unruffled",4,8315,79,98355385,42.9739421616691,"higher"
"completely","unsaleable",1,8318,31,98355433,9.86124405823825,"higher"
"completely","unscathed",3,8316,177,98355287,25.7825396698542,"higher"
"completely","unscrupulous",2,8317,230,98355234,14.5538510882827,"higher"
"completely","unself-conscious",1,8318,2,98355462,14.93714527048,"higher"
"completely","unselfconscious",2,8317,36,98355428,21.8475166670311,"higher"
"completely","unsentimental",1,8318,26,98355438,10.2061186805123,"higher"
"completely","unserviceable",1,8318,14,98355450,11.4103590915678,"higher"
"completely","unspecified",1,8318,298,98355166,5.40875521796125,"higher"
"completely","unspoiled",1,8318,63,98355401,8.46448831360543,"higher"
"completely","unspoilt",1,8318,183,98355281,6.36241677725678,"higher"
"completely","unsponsored",1,8318,2,98355462,14.93714527048,"higher"
"completely","unstructured",2,8317,125,98355339,16.9606668049701,"higher"
"completely","unsuccessful",2,8317,951,98354513,9.01118203345768,"higher"
